Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Blues,7,1242.810278,12271.45889,414.2700926,1,29.6218798,1,1,-1,0.574919587,0.305148875,780.969261,3.302307143,75.92814497,5.513,8083,48.03388442,415.5741828,1127.367164,34953.42385,1,877.4557631,20.38563668,654.8121743,69.31165433,172043.9797,90,0,2,403.1510671,13,52.34422931,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Greens,3,167.6364855,16004.27545,55.87882849,0,286.4103612,1,-1,-1,0.063071314,0.396021264,365.9772458,7.765934221,29.60524908,1.508,8492,25.46419748,523.2618259,3910.627264,61941.31756,1,82030.89501,22.87491696,268.701162,30.89985044,3188.322301,80,2,4,830.259187,13,661.3650152,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Greys,9,402.5008307,124036.5939,220.4069052,0,562.7618324,0,1,1,0.496099997,0.340750785,124.1824466,3.136341751,89.18710728,5.795,6205,33.30988924,479.2531902,6586.124705,57513.83704,1,316700.88,21.89185214,105.5752193,17.11212646,48809.61077,40,0,4,696.4438516,6,417.6795943,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Khakis,4,701.9905449,142270.7152,233.9968483,0,608.0026984,0,-1,1,0.396440838,0.508096941,301.0585106,7.01901064,51.6605509,9.468,6532,95.34489901,558.5318214,7197.090627,70824.77734,0,369667.2813,23.63327784,223.9284099,1.570935058,54998.52186,60,0,1,907.091643,11,687.2254678,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,9,286.3107291,10378.12429,95.43690971,1,108.7432978,1,1,-1,0.839111041,0.607673003,498.6886468,4.193564369,46.84766158,8.116,7884,86.64606321,186.0266645,1459.486307,20116.30356,-1,11825.10481,13.63915923,613.2951302,87.34944309,9213.640645,70,0,3,251.8969004,9,147.1971453,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Purples,2,264.0662743,37936.29722,88.02209143,1,430.9860923,1,1,-1,0.991028485,0.343511818,152.8045407,0.295276318,42.44722503,6.802,3198,14.92306993,452.8324451,5215.525813,53664.6868,0,185749.0117,21.27986008,103.1168612,90.04963406,7845.910671,80,1,3,670.4592798,11,439.62294,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Browns,8,881.6707719,44114.76156,126.7846471,0,347.950344,1,-1,0.040816327,0.953469142,0.914269655,160.3391534,4.734168053,32.06658028,3.81,6190,6.153454259,369.3417082,4218.186856,44495.45546,0,121069.4419,19.21826496,227.3673829,89.50776709,16211.13138,100,1,1,563.5713317,10,392.7375197,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Pinks,1,737.9258085,173663.8527,245.9752695,1,706.0215976,0,1,1,0.60364257,0.060432358,353.9991435,3.254359399,30.70938156,1.634,8366,37.54813336,654.2945708,8368.805118,75980.86182,0,498466.4963,25.57918237,257.4609268,85.15606071,60759.80847,70,1,1,912.4005125,8,505.866478,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Reds,10,673.4065891,17023.74191,224.468863,0,642.7414334,0,1,-1,0.02576253,0.468903215,904.6144374,4.207605035,62.7095374,7.035,4965,60.61459873,442.8368942,7313.088122,59639.07177,-1,413116.5502,21.04369013,172.2478709,74.00344547,50620.73934,50,0,3,751.6429105,11,577.6311248,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Khakis,7,189.6342058,56243.91683,63.21140194,0,889.7748681,0,-1,1,0.803670886,0.089224759,169.3578388,8.627655979,2.114153723,8.309,7691,96.33422536,887.3687725,10672.48623,108279.5634,0,791699.3159,29.78873567,718.9908703,16.91076339,4068.892737,80,0,5,1369.433053,12,963.6473422,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Greys,2,1008.928351,214168.7966,336.3094504,1,636.8206315,0,1,1,0.871039191,0.95281002,499.2000749,5.126843937,18.22977383,7.536,4464,50.02130957,583.6637322,7535.53378,69331.69051,0,405540.5167,24.15913351,160.9480585,72.83802067,113450.3559,30,1,1,845.7759698,8,513.5930954,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Purples,9,181.307063,20548.63693,60.43568766,1,340.008325,1,1,-1,0.197353009,0.135112744,422.0756136,4.990672269,32.27128226,6.19,3810,30.954591,412.0559105,4224.195071,51732.38368,1,115605.6611,20.29916034,193.6897744,81.78731357,28463.39278,70,1,0,687.1939631,10,564.6856224,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Pinks,5,723.6095468,168453.6311,241.2031823,1,698.3889245,0,1,-1,0.850649964,0.943971241,169.7174562,9.284355154,43.10161194,1.09,8910,90.44813071,652.0931187,8288.075483,75378.85133,0,487747.0899,25.53611401,250.0792074,54.35630681,58430.17833,80,1,3,903.2181367,9,492.9908749,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Greens,10,299.3584162,29708.19972,99.78613873,0,297.7187022,1,-1,-1,0.223517929,0.906163956,176.0777896,7.806144555,6.807559542,0.679,9321,72.86578498,517.23281,4011.652642,61653.86492,-1,88636.42562,22.74275291,259.403611,9.063024027,10067.05962,70,1,2,826.0210119,9,647.3947251,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Blues,8,1165.385429,151611.4133,388.4618096,0,390.2865341,1,1,-1,0.743864308,0.321475267,103.682182,5.183839355,33.33339877,6.07,7930,19.64346026,46.91675655,3996.698854,32400.96211,0,152323.5787,6.849580757,652.8706147,70.92830946,151301.0393,100,2,1,559.7917888,16,957.076109,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Browns,5,409.7622666,63448.8301,136.5874222,0,464.5290838,1,-1,1,0.748458257,0.837377193,246.923326,8.41511263,39.90637427,6.796,3204,7.650673459,430.3418171,5505.974472,52691.53731,-1,215787.2697,20.74468166,92.39175081,93.21108691,18802.71133,100,1,2,659.1344028,9,425.4720281,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Blues,9,1124.117967,175884.5885,374.705989,1,469.3935877,1,-1,1,0.295038332,0.545144475,622.8353549,4.728029037,37.54751151,9.4,4600,72.37086566,297.797299,5289.530475,40764.29609,-1,220330.3401,17.25680443,232.4018965,20.02292427,140789.2842,100,1,1,509.7573882,12,389.6009207,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Greens,5,571.8301387,54554.79554,190.6100462,0,286.2115435,1,1,-1,0.281315357,0.376445314,115.0353272,8.443086129,79.2341368,4.294,5706,64.65608263,478.7464461,3819.608327,58371.81519,-1,81917.04764,21.88027527,268.565237,2.759280708,36532.79978,80,1,2,790.0691137,11,661.1523157,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Violets,10,603.4492554,5511.506861,201.1497518,1,27.40001821,1,-1,1,0.350584492,0.010191464,89.82560481,3.304437282,69.1314711,9.9,6100,60.13788956,201.2509498,676.5020817,57476.08456,-1,750.7609976,14.18629444,586.6383845,4.137352365,40672.3724,80,1,1,345.0643133,5,322.3969132,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Purples,10,175.3828174,21574.48594,58.46093914,1,369.0410427,1,-1,1,0.298603366,0.42527594,684.4644563,1.725356651,5.767735513,1.328,8672,77.89042399,375.6402663,4441.69096,49250.29226,-1,136191.2912,19.38144129,190.9351027,55.11776214,3486.142344,70,0,2,655.9667184,11,561.9727488,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Whites,1,330.2128255,33333.36248,110.0709418,0,302.8352618,1,1,1,0.371846776,0.592843739,274.5336944,9.932787563,0.257154321,6.944,3056,36.85832042,295.4660966,3619.284811,40234.18014,0,91709.19579,17.18912728,284.1003834,61.48499215,12235.68317,80,0,2,545.0876427,9,497.7692592,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Yellows,9,845.8381837,151743.884,281.9460612,0,538.2018225,0,1,1,0.377827472,0.476494065,517.0789885,1.18852762,67.85525084,5.178,8822,45.96235128,504.3370158,6390.692256,57759.8454,1,289661.2017,22.457449,145.8771621,82.17975926,79785.5275,100,2,1,687.3637823,12,359.2805718,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Purples,1,306.6820396,33663.51566,102.2273465,1,329.3004935,1,1,1,0.728196041,0.613887138,917.700304,8.146487586,85.30109602,3.902,6098,48.97294848,407.0461163,4107.097168,50883.4144,0,108438.815,20.17538392,201.4939666,24.62742669,10562.65773,100,1,4,675.8284389,14,553.1137698,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Turquoises,7,631.5244321,74368.97228,210.508144,1,353.2831123,1,-1,1,0.399494799,0.555583161,235.4845461,3.142379762,24.76451062,6.97,9030,1.991280261,158.0408574,3848.912838,23707.62906,0,124808.9574,12.57143021,465.7223079,92.34089961,44534.18685,70,0,3,287.5335082,13,219.9368505,0.554744526,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Khakis,5,240.632044,78088.90592,80.21068134,1,973.5474705,0,-1,1,0.262977007,0.664043469,455.4869239,5.14014754,49.98355303,9.857,6143,75.80559251,601.2790187,10938.03274,81465.62125,-1,947794.6773,24.52099139,536.5309879,47.34153962,6523.964083,70,0,1,1004.005707,11,730.9996853,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Reds,4,173.2755863,25946.59983,57.75852877,0,449.2254285,1,-1,1,0.103923718,0.405886015,617.1981737,8.941620649,88.76884894,5.634,6366,73.89409398,388.7137217,5269.681728,51698.62128,1,201803.4856,19.71582414,137.9061968,51.04440812,3403.806174,40,2,2,676.6060068,8,586.5006335,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Oranges,2,321.2687234,54467.97978,107.0895745,0,508.620751,0,-1,1,0.830369613,0.484368615,930.0098717,0.523627715,67.07733029,2.435,9565,80.67796428,318.4627936,5723.133097,44834.56623,1,258695.0683,17.84552587,184.9510553,43.77874527,11585.26653,30,2,4,570.3261974,8,465.6952161,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Purples,5,220.9171822,26996.15006,73.63906073,1,366.600956,1,1,1,0.414062429,0.359137962,368.3202341,8.060284639,19.23485736,5.307,6699,28.41150691,421.3392942,4508.688148,50966.1669,-1,596948.1344,20.52655096,156.2244691,21.1252833,5506.350326,60,0,5,655.5786585,8,479.4263963,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Purples,5,328.329215,50322.74434,109.4430717,1,459.8074923,1,1,1,0.042288105,0.956336972,99.3413718,6.829623762,42.09044517,0.028,9972,86.1482335,523.0804327,5644.235789,60140.53864,1,211422.93,22.87095172,64.22618795,98.9951449,12097.22901,80,2,2,744.5221964,10,455.5381155,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Khakis,4,359.4559693,118511.3644,119.8186564,1,989.089412,0,1,-1,0.368185573,0.29567896,213.3718899,3.428981449,16.71212623,9.673,6327,66.34566819,709.9467269,11310.78757,91477.1725,1,978297.865,26.64482552,599.9305806,75.58954046,14486.32909,100,0,1,1126.272177,12,776.8223627,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Oranges,3,190.695917,16121.55572,63.56530566,1,253.6219334,1,1,-1,0.258439675,0.945657466,439.3636486,3.231396247,77.9615148,2.078,9922,12.22454864,596.3409383,3728.901211,60739.97764,-1,64324.0851,24.42009292,290.8286586,78.60667652,4114.11339,30,2,3,751.658814,6,379.1795525,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Greys,4,887.2074824,169939.1142,295.7358275,1,574.631473,0,-1,1,0.436961872,0.738550517,671.0970879,8.276510003,66.135942,2.866,9134,57.21171908,438.6096691,6623.534068,55116.24616,-1,330201.3298,20.94301003,110.6849902,61.28851064,87765.41548,30,0,1,675.2278841,5,446.0320692,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Khakis,1,430.9960292,9995.670275,143.6653431,1,69.57607215,1,-1,1,0.32440684,0.676461421,213.336128,5.249172768,3.11959181,9.405,6595,11.74683666,133.4150069,962.5907353,12822.40172,1,4840.829815,11.55054141,727.596776,74.34518265,20793.39615,100,1,3,148.0399818,16,42.01773662,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Turquoises,5,860.9424838,70050.23202,286.9808279,1,244.0937693,1,1,1,0.594326101,0.031754408,446.3110124,0.790277512,60.8873883,9.987,6013,0.503020035,117.8936137,2676.724921,17877.88925,0,59581.76823,10.85788256,556.3959654,76.44822805,82654.97643,100,0,3,223.922457,16,186.8176554,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Purples,6,553.1755398,83703.05377,184.3918466,0,453.9411873,1,-1,1,0.170130999,0.96901701,495.7864149,1.882972235,36.09960966,5.378,4622,17.61031037,402.6201191,5344.652111,49552.75055,1,206062.6015,20.06539606,135.0628173,27.93743408,34194.74494,90,0.989882854,3,617.0161572,11,418.5278625,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Whites,10,157.4155839,14576.46289,52.47186129,0,277.7958038,1,1,1,0.640486377,0.873734136,167.788282,1.608970831,46.87451259,4.472,5528,77.03063295,280.9101417,3339.778321,39034.72588,-1,77170.50861,16.76037415,312.3984757,68.14200622,2815.768089,70,1,3,603.029523,8,514.7559078,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Purples,9,43.91375451,5469.90304,14.63791817,1,373.6803948,1,-1,-1,0.402676102,0.531436269,148.7016305,7.903559832,19.56393053,2.4,7600,75.95607212,374.2294634,4485.262875,46847.44442,0,139637.0374,19.34501133,138.2631965,31.96306506,238.9065665,60,2,1,603.6641356,9,458.9791581,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Purples,4,811.7160083,105526.1157,270.5720028,0,390.0112155,1,1,-1,0.311104807,0.763033879,140.4950488,6.716507336,3.022481431,5.194,4806,41.73432228,421.3229927,4742.75814,52117.1658,-1,152108.7482,20.52615387,135.7829631,15.10185031,73489.78068,70,2,1,674.303461,11,512.2232919,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Browns,5,914.1923826,104916.0348,304.7307942,0,344.2908851,1,1,-1,0.670976306,0.992386063,631.1930739,3.270806156,85.05239836,2.465,7535,57.48482812,381.3374308,4205.583712,45899.31626,0,118536.2135,19.52786293,213.5246044,43.85162676,93175.58772,90,0,5,585.0105318,8,414.7555111,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Browns,10,384.9130411,43536.89176,128.304347,0,339.3251497,1,1,-1,0.978071855,0.832335932,187.0758098,1.97354184,98.72595472,5.334,4666,79.46693762,403.6454859,4200.542469,48987.29761,1,115141.5572,20.09093044,198.8365148,31.52028199,16600.30981,79.48680352,0,2,613.9142042,8,433.4015038,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,2,228.004096,71579.88516,76.00136533,0,941.8236745,0,-1,1,0.436222367,0.985996963,77.17022346,0.961954927,92.46859422,8.08,7920,92.04848518,817.750724,11053.73819,101727.0897,-1,887031.8339,28.5963411,665.1548838,35.81628604,5862.208897,90,0,2,1271.376047,11,882.4360567,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Violets,6,94.27719967,28161.43553,31.42573322,0,896.1266019,0,1,-1,0.878621415,0.738716042,122.1511981,3.392420064,72.46124567,10.236,5764,43.0173838,743.3164741,10447.89897,90216.87985,0,803042.8867,27.26383088,496.6173532,83.7002882,1029.002442,60,2,2,1095.93248,12,490.1185351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,4,921.9101654,132364.6822,307.3033885,1,430.7296539,1,1,1,0.732281922,0.148801046,956.0234346,3.751361612,18.20165007,0.986,9014,23.1628909,404.4510155,5116.19857,48801.79879,0,185528.0348,20.11096754,156.862825,39.14585975,94752.67594,70,2,0,605.4117801,13,396.6658015,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Yellows,10,1079.479714,95476.46595,359.8265714,0,265.3402321,1,-1,1,0.904928766,0.183812069,384.7995279,4.772793665,80.64928004,8.148,5852,45.81101462,352.0070159,3357.416353,41585.98027,1,70405.43875,18.76185001,299.3367707,69.54569279,129844.988,70,2,1,537.1367517,10,387.5928282,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Purples,8,397.635918,33817.9096,80.54638436,0,419.8563333,1,1,1,0.310754071,0.019262554,342.6944844,4.339091247,19.04320165,1.414,8586,34.90370859,467.2194165,5133.002166,55606.02189,-1,176279.3406,21.61525888,88.39645312,21.20680816,6578.266418,60,1,1,703.5898669,11,482.2135174,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Khakis,9,615.0402245,204707.3572,205.0134082,0,998.5071659,0,-1,1,0.945218729,0.435265364,969.1079652,8.080826858,98.3659714,9.436,6564,83.53811016,965.0923073,11915.25627,117022.958,1,997016.5604,31.06593484,841.3993828,88.71399206,42245.51094,90,0,2,1464.97622,11,993.0848533,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Turquoises,3,821.2510467,269709.448,273.7503489,0,985.2387371,0,-1,1,0.832714612,0.810744091,204.2299749,4.857488272,17.81674866,9.405,6595,26.8859149,986.7085714,11825.80451,118632.1369,1,970695.369,31.41191766,848.5378868,86.9647562,75223.00386,100,2,1,1485.396212,13,997.6692475,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Oranges,8,543.4397938,76165.00501,181.1465979,0,420.4605877,1,1,1,0.225662245,0.813379746,221.4693355,1.913853234,34.82952463,2.102,9898,47.35098991,468.5395492,5141.684975,52025.50952,1,176787.1058,21.6457744,197.9350553,33.05048984,33005.23654,50,1,3,624.481992,7,321.5006778,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Khakis,5,175.6405395,50780.67983,58.54684651,0,867.3512384,0,1,-1,0.881019565,0.895286136,269.9786902,4.905760922,13.59695527,12.347,3653,54.27349582,680.437861,10034.38811,87126.46531,1,752298.1708,26.08520387,496.0466217,6.975150947,3496.280083,70,0,1,1089.26975,12,780.2811033,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Whites,2,184.6065413,35206.05236,61.53551376,1,572.1257565,0,-1,1,0.799203568,0.35702711,103.8054393,2.141505124,64.20172607,1.757,8243,78.27381876,386.1797589,6493.617082,51237.10719,1,327327.8812,19.65145691,140.1158019,80.46999178,3858.154967,100,2,4,635.5697634,11,461.5908096,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,1,754.3370155,52112.3578,251.4456718,0,207.2509637,1,-1,-1,0.254565702,0.967799183,236.1039254,0.913914691,62.75211263,10.181,5819,25.80091795,250.7637237,2574.037085,28516.55032,1,42952.96196,15.83552095,478.9191932,5.072358716,63486.37155,80,0,1,353.6338832,11,504.6569683,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Whites,4,50.47695227,9347.775597,16.82565076,1,555.5669574,0,1,-1,0.489798624,0.662304909,273.5272155,0.3607707,85.6550928,6.835,3165,79.9316701,397.5994588,6350.868491,49703.88373,-1,308654.6441,19.93989616,127.5358161,76.35496245,309.9281741,100,0,2,637.4547997,11,448.1171821,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Purples,3,170.3681606,25710.69909,56.78938686,0,452.7377474,1,1,1,0.579003812,0.841657463,698.2378045,9.488223528,78.1990079,0.468,9532,51.02512112,389.1252771,5305.628028,50707.89321,1,204971.4679,19.72625857,121.6626718,94.1020617,75606.38702,70,2,2,653.7762922,13,516.579536,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Purples,1,790.6735967,83383.65578,263.5578656,1,316.3770339,1,1,-1,0.069003002,0.499073621,939.4667302,4.711985607,1.676140749,2.202,7798,49.52235105,394.2388701,3952.248079,46176.34104,0,100094.4276,19.85544938,233.2334807,70.13472798,69736.30638,90,0,2,587.7314225,14,402.557472,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Reds,7,294.343874,57625.61523,98.11462467,0,587.3295181,0,1,-1,0.65960052,0.401515988,483.7528875,8.752281554,89.94062068,4.993,7007,21.34074019,417.5369213,6708.369024,56721.58352,1,344955.9629,20.4337202,144.1704796,73.90060041,9734.594198,50,1,1,724.386355,11,579.7403481,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Khakis,5,449.1708672,135752.4209,149.7236224,1,906.6867255,0,1,1,0.692484046,0.269706602,622.196299,0.181814914,5.829857616,9.011,6989,53.62067656,700.798715,10468.46469,90367.7533,0,822080.8183,26.4726031,555.8379073,56.59301768,22576.88672,90,0,3,1132.043641,12,821.3122508,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Greens,8,109.0765234,10327.22598,36.35884112,0,284.03617,1,-1,-1,0.833655669,0.859514878,353.8249983,3.729568955,46.27207008,0.329,9671,86.18407161,541.2710214,3922.903743,63220.77213,0,80676.54586,23.26523203,269.653974,4.278642917,1368.324169,70,0,3,843.601352,11,656.1076314,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Violets,5,233.0465224,103.4210545,77.68217415,0,1.331335736,1,1,-1,0.563826368,0.042746429,447.042228,4.604574961,47.14287592,10.896,5104,7.989691105,160.2215376,333.7564326,17836.09022,0,1.772454841,12.65786466,666.4025604,5.665204022,6122.202355,90,0,0,252.9354415,15,217.2058481,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Violets,6,146.6038504,46876.23872,48.86795014,0,959.2429923,0,1,1,0.128966278,0.054948827,58.95830132,0.23800198,50.8476184,11.311,4689,47.96584831,995.003501,11582.43693,109646.896,0,920147.1183,31.54367609,616.1939576,75.67175329,2446.944501,80,1,3,1290.111908,12,597.3689163,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Khakis,7,877.2513841,265554.845,292.417128,0,908.1371082,0,1,1,0.002871188,0.580302159,197.3097867,5.238835071,89.08574346,12.247,3753,68.90457824,618.3863677,10318.14382,81798.04901,0,824713.0073,24.86737557,485.2688556,21.71427428,22741.36059,60,1,0,1014.509458,8,734.2960328,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Browns,3,173.3762698,19080.31501,57.79208994,1,330.1544386,1,-1,-1,0.078813441,0.12635135,957.0907119,4.904356542,27.89712881,2.222,7778,79.65220492,384.1125788,4069.769544,45587.28393,0,109001.9533,19.59879024,227.781416,89.36061247,3407.71775,70,1,2,579.7092032,7,401.9848768,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Khakis,6,396.8389195,116675.3997,132.2796398,0,882.0359644,0,-1,1,0.033339687,0.918112893,146.1738888,1.850850894,62.97072261,9.464,6536,44.64575397,831.2563915,10482.87243,103089.6125,1,777987.4426,28.83151733,669.5576607,20.9998437,17640.18275,60,2,4,1305.779778,10,938.8908588,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Purples,6,214.4167269,26483.6086,71.47224229,1,370.5439727,1,-1,-1,0.395465522,0.410061287,92.68760728,2.332963606,32.23991522,5.052,4948,3.527163365,437.6938834,4580.827494,51991.12072,-1,137302.8357,20.92113485,144.2616005,64.00893058,5189.753661,70,0,3,674.4502206,12,486.9426565,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Pinks,1,171.5233903,40803.05682,57.17446342,1,713.6587628,0,1,0.021834061,0.941732686,0.786916133,812.3336255,6.684806333,17.76885546,0.07,9930,70.37730063,680.9530246,8498.493677,78034.04986,1,509308.8297,26.09507663,280.0080808,83.4708578,3336.093731,80,0,2,932.6064011,7,496.7656055,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Khakis,4,969.9835807,149282.0222,323.3278602,0,461.7047912,1,1,1,0.809186779,0.809277346,992.3224049,8.637134142,37.80455044,10.845,5155,6.009999895,489.6420769,5596.332066,57855.90803,0,213171.3142,22.12785749,49.07509797,76.69569645,104874.2331,90,1,0,722.4040099,14,471.1113231,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,4,359.0972049,48507.99359,119.6990683,1,405.2495502,1,1,1,0.481484103,0.53328043,575.1283751,2.420455117,25.91446056,0.896,9104,90.88275449,485.330888,5023.157278,56055.49723,-1,164227.1979,22.03022669,108.3394942,41.47760638,14457.56602,60,0,2,702.1006636,10,449.5558187,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Browns,7,147.5705843,24278.3829,49.19019477,1,493.5614305,1,1,-1,0.822822791,0.465194076,434.996984,4.422749104,69.82189571,3.24,6760,62.1710978,456.0079855,5847.630276,54798.44633,1,243602.8857,21.35434348,81.56321497,37.61180616,2478.865456,80,2,5,675.573399,8,431.6201381,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Purples,2,337.7648472,42887.15696,112.5882824,0,380.9202524,1,-1,1,0.29030328,0.132815117,131.6483419,9.14626884,69.38765398,6.908,3092,46.9732638,425.0568731,4659.316271,50683.46608,1,145100.2387,20.61690746,151.5754084,50.97476251,12798.70962,80,2,2,642.4534706,13,443.620519,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Purples,2,335.3489168,50529.3057,111.7829723,0,452.030436,1,-1,1,0.151617625,0.007576928,902.5086113,9.759848972,43.11448643,5.497,4503,26.54762089,419.831162,5359.966684,51229.03809,0,204331.5151,20.48978189,114.9903824,98.13264192,12617.21586,70,1,3,639.5299528,10,432.9577268,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Khakis,6,164.3860462,38462.55868,54.79534872,0,701.9310868,0,1,-1,0.495564301,0.463157534,5.098403199,4.363781381,7.507429668,6.346,8095,99.90973033,525.4625169,8070.235902,75218.13486,-1,492707.2506,22.9229692,470.1747522,28.18753892,3067.32559,70,0,2,1005.029049,9,923.8393493,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
